关系类型,人物1,人物2,方向,章节,上下文
父子,"：""为我结穇！""","曰：""独柰何廷辱",→,102_张释之冯唐列传,"善为^黄老^言，处士也。尝召居廷中，^三公九卿^尽会立，@王生@!老人!，曰""吾穇解""，顾谓@张廷尉@：""为我结穇！""@释之@跪而结之。既已，人或谓@王生@曰：""独柰何廷辱@张廷尉@，使跪结穇？""@王"
父子,弑王僚,王僚,→,066_伍子胥列传,] =楚=诛其大臣@郤宛@、@伯州犁@，@伯州犁@之孙@伯嚭@亡奔=吴=，=吴=亦以嚭为$大夫$。前@王僚@所遣二公子将@兵伐=楚=者，道绝不得归。後闻@阖庐@弑王僚@自立，遂以其兵降=楚=，=楚=封
父子,巫贤,河亶甲,→,003_殷本纪,@书阙不具。@帝外壬@崩，弟@河亶甲@立，是为@帝河亶甲@。@河亶甲@时，&殷&复衰。  [17] @河亶甲@崩，子@帝祖乙@立。@帝祖乙@立，&殷&复兴。@巫贤@任职。  [18] @祖乙@崩，子@
父子,帝中壬,太甲,→,003_殷本纪,@之弟@外丙@，是为@帝外丙@。@帝外丙@即位%三年%，崩，立@外丙@之弟@中壬@，是为@帝中壬@。@帝中壬@即位%四年%，崩，@伊尹@乃立@太丁@之子@太甲@。@太甲@，@成汤@適长孙也，是为@帝太
父子,帝沃甲,祖丁,→,003_殷本纪,&殷&复兴。@巫贤@任职。  [18] @祖乙@崩，子@帝祖辛@立。@帝祖辛@崩，弟@沃甲@立，是为@帝沃甲@。@帝沃甲@崩，立@沃甲@兄@祖辛@之子@祖丁@，是为@帝祖丁@。@帝祖丁@崩，立弟@沃甲
父子,帝祖丁,南庚,→,003_殷本纪,立。@帝祖辛@崩，弟@沃甲@立，是为@帝沃甲@。@帝沃甲@崩，立@沃甲@兄@祖辛@之子@祖丁@，是为@帝祖丁@。@帝祖丁@崩，立弟@沃甲@之子@南庚@，是为@帝南庚@。@帝南庚@崩，立@帝祖丁@之子@
父子,帝南庚,阳甲,→,003_殷本纪,@崩，立@沃甲@兄@祖辛@之子@祖丁@，是为@帝祖丁@。@帝祖丁@崩，立弟@沃甲@之子@南庚@，是为@帝南庚@。@帝南庚@崩，立@帝祖丁@之子@阳甲@，是为@帝阳甲@。@帝阳甲@之时，&殷&衰。  [
父子,景驹,雍齿,→,008_高祖本纪,公$引兵攻=丰=，不能取。  [12.12] $沛公$病，还之=沛=。  [12.13] $沛公$怨@雍齿@与=丰=子弟叛之，闻=东阳=$甯君$、@秦嘉@立@景驹@为$假王$，在=留=，乃往从之，欲请
父子,婴,孝文后,→,107_魏其武安侯列传,列传  ## [1] $魏其侯$@窦婴@  ### [1.1] 出身与初仕  $魏其侯$@窦婴@者，@孝文后@从兄子也。父世=观津=人。喜宾客。@孝文@时，@婴@为$吴相$，病免。@孝景@初即位，为$
父子,$、$,$封,→,038_宋微子世家,乃释@微子@，复其位如故。   ## [4] @武王@封@武庚@与访@箕子@  [4.6] $@武王@$封@纣@子@武庚禄父@以续&殷&祀，使$@管叔@$、$@蔡叔@$傅相之。  [5.7] $@武王
父子,湣公共,宋公稽,→,038_宋微子世家,[12.23] @微子开@卒，立其弟@衍@，是为$@微仲@$。$@微仲@$卒，子$@宋公稽@$立。$@宋公稽@$卒，子$@丁公申@$立。$@丁公申@$卒，子$@湣公共@$立。$@湣公共@$卒，弟$@炀
父子,$生女为&鲁&$,戴公,→,038_宋微子世家,二十九年%，&周&$@幽王@$为~犬戎~所杀，&秦&始列为诸侯。  [15.26] %三十四年%，$@戴公@$卒，子$@武公司空@$立。$@武公@$生女为&鲁&$@惠公@$$夫人$，生&鲁&$@桓公@
父子,与夷,宣公,→,038_宋微子世家,"为$@穆公@$。  [17.28] $@穆公@$%九年%，病，召$大司马$@孔父@谓曰：""先$君$$@宣公@$舍$太子$@与夷@而立我，我不敢忘。我死，必立@与夷@也。""@孔父@曰：""群$臣$皆原立$"
父子,华元,文公,→,038_宋微子世家,"粮。""以信故，遂罢兵去。   ## [22] @共公@至@平公@  [35.47] %二十二年%，$@文公@$卒，子$@共公瑕@$立。始^厚葬^。〔君子〕讥@华元@不臣矣。  [36.48] $@共公"
父子,比干,太史公,→,038_宋微子世家,"宋&，杀$@王偃@$，遂灭&宋&而三分其地。   ## [29] @太史公@论宋  [44.56] @太史公@曰：@孔子@称""@微子@去之，@箕子@为之$奴$，@比干@谏而死，&殷&有三仁焉""。^春秋"
父子,司马欣,项梁,→,006_秦始皇本纪,下〕，使@章邯@将，击破@周章@军而走，遂杀@章@=曹阳=。  [100.5] @二世@益遣$长史$@司马欣@、@董翳@佐@章邯@击盗，杀@陈胜@=城父=，破@项梁@=定陶=，灭@魏咎@=临济=。  
父子,夷公,惠公,→,006_秦始皇本纪,南。生@毕公@。  [154] @毕公@享国%三十六年%。葬=车里=北。生@夷公@。  [155] @夷公@不享国。死，葬=左宫=。生@惠公@。  [156] @惠公@享国%十年%。葬=车里=。生@悼
父子,惠公,悼公,→,006_秦始皇本纪,=车里=北。生@夷公@。  [155] @夷公@不享国。死，葬=左宫=。生@惠公@。  [156] @惠公@享国%十年%。葬=车里=。生@悼公@。  [157] @悼公@享国%十五年%。葬@僖公@西。
父子,怀公,灵公,→,006_秦始皇本纪,159] @躁公@享国%十四年%。居=受寝=。葬@悼公@南。其%元年%，!彗星!见。  [160] @怀公@从&晋&来。享国%四年%。葬=栎圉氏=。生@灵公@。诸臣围@怀公@，@怀公@自杀。  [16
父子,惠公,出公,→,006_秦始皇本纪,@从&晋&来。享国%十五年%。葬@僖公@西。生@惠公@。其%七年%。百姓初带*剑*。  [163] @惠公@享国%十三年%。葬=陵圉=。生@出公@。  [164] @出公@享国%二年%。@出公@自杀，
父子,孝公,惠文王,→,006_秦始皇本纪,@自杀，葬=雍=。  [165] @献公@享国%二十三年%。葬=嚣圉=。生@孝公@。  [166] @孝公@享国%二十四年%。葬=弟圉=。生@惠文王@。其%十三年%，始都=咸阳=。  [167] @惠
父子,惠文王,悼武王,→,006_秦始皇本纪,] @孝公@享国%二十四年%。葬=弟圉=。生@惠文王@。其%十三年%，始都=咸阳=。  [167] @惠文王@享国%二十七年%。葬=公陵=。生@悼武王@。  [168] @悼武王@享国%四年%，葬=永
父子,孝文王,庄襄王,→,006_秦始皇本纪,，葬=永陵=。  [169] @昭襄王@享国%五十六年%。葬=茝阳=。生@孝文王@。  [170] @孝文王@享国%一年%。葬=寿陵=。生@庄襄王@。  [171] @庄襄王@享国%三年%。葬=茝阳=
父子,庄襄王,始皇帝,→,006_秦始皇本纪,=。生@孝文王@。  [170] @孝文王@享国%一年%。葬=寿陵=。生@庄襄王@。  [171] @庄襄王@享国%三年%。葬=茝阳=。生@始皇帝@。@吕不韦@$相$。  ## =秦国=大事记与^诏书
父子,立为,鲍叔,→,062_管晏列传,。少时常与@鲍叔牙@游，@鲍叔@知其贤。@管仲@贫困，常欺@鲍叔@，@鲍叔@终善遇之，不以为言。已而@鲍叔@事齐@公子小白@，@管仲@事@公子纠@。及@小白@立为@桓公@，@公子纠@死，@管仲@囚焉。
父子,"有大罪,&秦&王令",高,→,088_蒙恬列传,"数人%,皆生隐宫,其母被^刑^僇,世世卑贱。&秦&王闻@高@彊力,通於狱^法^,举以为$中车府令$。@高@既私事$公子@胡亥@$,喻之决狱。@高@有大罪,&秦&王令@蒙毅@^法^治之。@毅@不敢阿^法"
父子,高,李斯,→,088_蒙恬列传,",使@蒙毅@还祷=山川=,未反。  [4.3] $@始皇@$至=沙丘=崩,祕之,群臣莫知。是时$丞相@李斯@$、$公子@胡亥@$、$中车府令@赵高@$常从。@高@雅得幸於$@胡亥@$,欲立之,又怨@蒙"
父子,及中兄,无采,→,118_淮南衡山列传,刺伤王后兄。王后怨怒，数毁恶太子於王。太子女弟@无采@，嫁弃归，与奴奸，又与客奸。太子数让@无采@，@无采@怒，不与太子通。王后闻之，即善遇@无采@。@无采@及中兄@孝@少失母，附王后，王后以计爱之，
父子,陈厉公,陈厉公他,→,046_田敬仲完世家," ## 标题 @田敬仲完@〔世家〕  ## [1] @陈完出生与预言@  [1.1] @陈完@者，$@陈厉公他@$之子也。@完@生，$&周&太史$过&陈&，$@陈厉公@$使卜@完@，卦得^观之否^："""
父子,厉公,陈文公,→,046_田敬仲完世家,"物莫能两大，&陈&衰，此其昌乎？""  ## [2] @陈厉公之乱@  [2.1] $@厉公@$者，$@陈文公@$少子也，其母&蔡&女。$@文公@$卒，$@厉公@$兄@鲍@立，是为$@桓公@$。$@桓公"
父子,厉公,桓公鲍,→,046_田敬仲完世家,公@$兄@鲍@立，是为$@桓公@$。$@桓公@$与@他@异母。及$@桓公@$病，&蔡&人为@他@杀$@桓公鲍@$及$太子@免@$而立@他@，为$@厉公@$。$@厉公@$既立，娶&蔡&女。&蔡&女淫於&
父子,高昭子,$之众追$,→,046_田敬仲完世家,牧@与$大夫$以兵入公室，攻$@高昭子@$。$@昭子@$闻之，与$@国惠子@$救公。公师败。$@田乞@$之众追$@国惠子@$，$@惠子@$奔&莒&，遂返杀$@高昭子@$。@晏圉@奔&鲁&。  [6.2
父子,谥为$,田常,→,046_田敬仲完世家,宫，後宫以百数，而使宾客@舍人@出入後宫者不禁。及$@田常@$卒，有%七十馀%男。  [8.4] $@田常@$卒，子$@襄子盘@$代立，相&齐&。@常@谥为$@成子@$。  ## [9] @田氏@势强
父子,自为太子时尝不快於,燕昭王,→,080_乐毅列传,4] @乐毅@留徇=齐=%五岁%，下=齐=%七十馀城%，皆为郡县以属=燕=，唯独莒、=即墨=未服。会@燕昭王@死，子立为@燕惠王@。@惠王@自为太子时尝不快於@乐毅@，及即位，=齐=之@田单@闻之，乃
父子,刘仲,兄,→,106_吴王濞列传,@列传  ## [1] @吴王濞@早期  ### [1.1] 出身与封王  @吴王@@濞@者，@高帝@兄@刘仲@之子也。@高帝@已定〔天下〕%七年%，立@刘仲@为$代王$。而~匈奴~攻=代=，@刘仲@
父子,杀,殇公,→,014_十二诸侯年表, |  二十一  |  八  |  六  |  三十一  |  @华督@见@孔父@妻好，悦之。@华督@杀@孔父@，及杀@殇公@。@宋公@冯$元年$@华督@为相。  |  九  |  三十五  |  五
父子,小子,齐侯,→,014_十二诸侯年表,侯@$元年$  |    | |  [r133] 709  |    |  十一  |  三翚迎女，@齐侯@送女，〔君子〕讥之。  |  二十二  |  晋@小子@$元年$  |  七  |  三十二
父子,晋侯,武公,→,014_十二诸侯年表,136] 706  |    |  十四  |  六  |  二十五~山戎~伐我。  |  =曲沃=@武公@杀@小子@。周伐=曲沃=，立晋@哀侯@弟湣为@晋侯@。@晋侯@湣$元年$  |  十  | 
父子,文子,昭$元年$,→,014_十二诸侯年表,十四率诸侯$大夫$伐秦，败=棫林=。  |  十八晋诸侯$大夫$伐我，败=棫林=。  |  楚@康王@昭$元年$@共王@太子出奔吴。  |  十七  |  十八孙@文子@攻公，公奔齐，立@定公@弟狄。
父子,太子建,东国,→,014_十二诸侯年表,诸公子。楚@太子建@来奔，见乱，之郑。  |  十三  |  十二  |  九@平侯@薨。@灵侯@孙@东国@杀@平侯@子而自立。  |  二  |  八楚@太子建@从宋来奔。  |  二  |  五@
父子,中行,景公,→,014_十二诸侯年表,二  |  五  | |  [r352] 490  |    |  三十  |  五  |  五十八@景公@薨。立嬖姬子为太子。  |  二十二@赵鞅@败范@中行@，@中行@奔齐。伐卫。  |  秦@
父子,白公,胜杀$令尹$,→,014_十二诸侯年表, |  四十一  |  十六@孔子@卒。  |  二  |  三十三  |  十二  |  十@白公@胜杀$令尹$@子西@，攻@惠王@。@叶公攻@白公@，@白公@自杀。@惠王@复国。  |  三十八 
父子,与~狄~后、,後母曰,→,110_匈奴列传,@襄王@欲伐&郑&，故娶~戎狄~女为后，与~戎狄~兵共伐&郑&。已而黜~狄~后，~狄~后怨，而@襄王@後母曰@惠后@，有子@子带@，欲立之，於是@惠后@与~狄~后、@子带@为内应，开~戎狄~，~戎狄~
父子,於单,军臣,→,110_匈奴列传,其後%冬%，~匈奴~@军臣@$单于$死。@军臣@$单于$弟$左谷蠡王$@伊稚斜@自立为$单于$，攻破@军臣@$单于$太子@於单@。@於单@亡降&汉&，&汉&封@於单@为$涉安侯$，%数月%而死。  #
父子,汤,谒居,→,122_酷吏列传,"，贾人辄先知之，益居其物，是类有以吾谋告之者。""@汤@不谢。@汤@又详惊曰：""固宜有。""@减宣@亦奏@谒居@等事。$天子$果以@汤@怀诈面欺，使使%八辈%簿责@汤@。@汤@具自道无此，不服。於是上使@"
父子,纵,可,→,122_酷吏列传,"上怒曰：""@纵@以我为不复行此道乎？""嗛之。至冬，@杨可@方受^告缗^，@纵@以为此乱民，部吏捕其为@可@使者。$天子$闻，使@杜式@治，以为^废格沮事^，弃@纵@市。後%一岁%，@张汤@亦死。  #"
父子,乃上书说,顷襄王,→,078_春申君列传,竟陵，@楚顷襄王@东徙治於=陈=县。@黄歇@见@楚怀王@之为=秦=所诱而入朝，遂见欺，留死於=秦=。@顷襄王@，其子也，=秦=轻之，恐壹举兵而灭=楚=。@歇@乃上书说@秦昭王@曰：  [2] 〔天下〕
父子,成王,生,→,043_赵世家,&秦&。@恶来@弟曰@季胜@，其後为&赵&。  [1.2] @季胜@生@孟增@。@孟增@幸於&周&$@成王@$，是为$宅=皋狼=$。=皋狼=生@衡父@，@衡父@生@造父@。@造父@幸於&周&$@缪王@
父子,宣王,宣王,→,043_赵世家,=赵城=，由此为@赵@氏。  [1.3] 自@造父@已下%六世%至@奄父@，曰$@公仲@$，&周&$@宣王@$时伐~戎~，为御。及=千亩=战，@奄父@脱$@宣王@$。@奄父@生@叔带@。@叔带@之时，
父子,荀寅,吉射,→,043_赵世家,安于@知之。%十月%，@范@、@中行@氏伐$@赵鞅@$，@鞅@奔=晋阳=，&晋&人围之。@范吉射@、@荀寅@仇人@魏襄@等谋逐@荀寅@，以@梁婴父@代之；逐@吉射@，以@范皋绎@代之。@荀栎@言於$@
父子,代安阳君,田不礼,→,043_赵世家,=灵寿=，=北地=方从，&代&道大通。还归，行赏，【大赦】，置*酒*酺%五日%，封$长子@章@$为$@代安阳君@$。@章@素侈，心不服其弟所立。$@主父@$又使@田不礼@相@章@也。  ## [26]
父子,重耳,晋献公,→,043_赵世家,@，当$@鲁闵公@$之%元年%也。@共孟@生@赵衰@，字$@子馀@$。  [2.3] @赵衰@卜事$@晋献公@$及诸公子，莫吉；卜事$@公子重耳@$，吉，即事$@重耳@$。$@重耳@$以@骊姬@之乱亡
父子,襄公,晋襄公,→,043_赵世家,。$@晋襄公@$之%六年%，而@赵衰@卒，谥为$@成季@$。@赵盾@代$@成季@$任国政%二年%而$@晋襄公@$卒，$太子@夷皋@$年少。@盾@为国多难，欲立$@襄公@$弟@雍@。@雍@时在&秦&，使
父子,$乃与,"$问：""",→,043_赵世家,"于$@成公@$，世有立功，未尝绝祀。今吾君独灭@赵@宗，国人哀之，故见*龟策*。唯君图之。""$@景公@$问：""@赵@尚有後子孙乎？""@韩厥@具以实告。於是$@景公@$乃与@韩厥@谋立@赵@孤兒，召而匿"
父子,文子,韩宣,→,043_赵世家,"而@赵武@为$正卿$。%十三年%，&吴&@延陵季子@使於&晋&，曰：""&晋&国之政卒归於@赵武@子、@韩宣@子、@魏献@子之後矣。""@赵武@死，谥为$@文子@$。  [5.3] $@文子@$生@景叔@"
父子,简子,周舍,→,043_赵世家,"=畔""。  ## [10] @赵简子@的贤臣  [10.1] $@赵简子@$有臣曰@周舍@，好直谏。@周舍@死，$@简子@$每听朝，常不悦，$大夫$请罪。$@简子@$曰：""$大夫$无罪。吾闻千*羊*之"
父子,代王,夫人,→,043_赵世家,。$@襄子@$降丧食，使$@楚隆@$问$@吴王@$。  [11.4] $@襄子@$姊前为$@代王@$@夫人@。$@简子@$既葬，未除服，北登=夏屋=，请$@代王@$。使*厨人*操*铜枓*以食$@代王@
父子,魏文侯,烈侯,→,043_赵世家,  [15.2] %九年%，$@烈侯@$卒，弟$@武公@$立。$@武公@$%十三年%卒，@赵@复立$@烈侯@$@太子章@$，是为$@敬侯@$。是岁，$@魏文侯@$卒。  ## [16] @敬侯@与战争
父子,李兑,李兑,→,043_赵世家,"全吾身！且夫贞臣也难至而节见，忠臣也累至而行明。子则有赐而忠我矣，虽然，吾有语在前者也，终不敢失。""@李兑@曰：""诺，子勉之矣！吾见子已今年耳。""涕泣而出。@李兑@数见$公子@成@$，以备@田不礼@之"
父子,李兑,定王,→,043_赵世家,战。$公子@成@$与@李兑@自国至，乃@起@四邑之兵入距难，杀$公子@章@$及@田不礼@，灭其党贼而@定王@室。$公子@成@$为$相$，号$@安平君@$，@李兑@为$司寇$。$公子@章@$之败，往走$
父子,"谋曰：""以",主父,→,043_赵世家,"$，@李兑@为$司寇$。$公子@章@$之败，往走$@主父@$，$@主主@$开之，@成@、@兑@因围$@主父@$宫。$公子@章@$死，$公子@成@$、@李兑@谋曰：""以@章@故围$@主父@$，即解兵，吾"
父子,幸於&周&$,衡父,→,043_赵世家,&所杀，其後为&秦&。@恶来@弟曰@季胜@，其後为&赵&。  [1.2] @季胜@生@孟增@。@孟增@幸於&周&$@成王@$，是为$宅=皋狼=$。=皋狼=生@衡父@，@衡父@生@造父@。@造父@幸於&
父子,鲁闵公,赵衰,→,043_赵世家,奉〚霍太山〛之祀，&晋&复穰。$@晋献公@$赐@赵夙@=耿=。  [2.2] @夙@生@共孟@，当$@鲁闵公@$之%元年%也。@共孟@生@赵衰@，字$@子馀@$。  [2.3] @赵衰@卜事$@晋献公
父子,重耳,赵同,→,043_赵世家,赵衰@从。&翟&伐=廧咎如=，得二女，&翟&以其少女妻$@重耳@$，长女妻@赵衰@而生@盾@。初，$@重耳@$在&晋&时，@赵衰@妻亦生@赵同@、@赵括@、@赵婴齐@。@赵衰@从$@重耳@$出亡，凡%
父子,攻,隐太子友,→,035_管蔡世家,蔡&後。  ## @悼侯@至@昭侯@  [17.17] @平侯@%九年%卒，@灵侯@@般@之孙@东国@攻@平侯@子而自立，是为@悼侯@。@悼侯@@父@曰@隐太子友@。@隐太子友@者，@灵侯@之太子，@
父子,隐太子友,东国,→,035_管蔡世家,&、&蔡&後。  ## @悼侯@至@昭侯@  [17.17] @平侯@%九年%卒，@灵侯@@般@之孙@东国@攻@平侯@子而自立，是为@悼侯@。@悼侯@@父@曰@隐太子友@。@隐太子友@者，@灵侯@之太
父子,立而杀,东国,→,035_管蔡世家,@平侯@子而自立，是为@悼侯@。@悼侯@@父@曰@隐太子友@。@隐太子友@者，@灵侯@之太子，@平侯@立而杀@隐太子@，故@平侯@卒而@隐太子@之子@东国@攻@平侯@子而代立，是为@悼侯@。@悼侯@%
父子,锺离生,金王孙,→,049_外戚世家,[15] @褚先生@曰($修成君$)  [15.1] $褚先生$曰：臣为$郎$时，问习&汉&家故事者@锺离生@。曰：$@王太后@$在民间时所生一女者，父为$@金王孙@$。$@王孙@$已死，$@景帝@$
父子,管夫人,管夫人,→,049_外戚世家,"@豹@已死，$@汉王@$入织室，见$@薄姬@$有色，诏内後宫，%岁馀%不得幸。始$@姬@$少时，与$@管夫人@$、$@赵子兒@$相爱，约曰：""先贵无相忘。""已而$@管夫人@$、$@赵子兒@$先幸$@汉"
